256763,WETH,OP,3000,0x9cbf099ff424979439dfba03f00b5961784c06ce,8.8866085236771778176544541990256372589644,8462.1314904336944244
259636,WETH,USDC,500,0xe60b5288f057e59beeed17999b98b572ddea4604,5.675063859785184409366945660031276000968,5403.989212550455404
259109,WETH,OP,3000,0x5bb25a4215a4e8f8abf013e13912ecf27d0c06a0,5.6462523467288427895176906726778515431136,5376.5539079264788476
238230,WETH,SNX,3000,0x31a1e76a8eddeb1f5645ead3d500b2d620e92514,4.7064788207200123727106314310417258943548,4481.6695291303502832
238786,WETH,OP,3000,0x357db7ab93eef87334f12aa4d02bfaa548c27514,3.059552314922319312855944644107978491261,2913.4099833195239448
211816,WETH,WBTC,3000,0xd113e00039d6fc9536b2c7c796efe019b4b19739,2.972875700562309491915718285128172925266,2830.8735572008548456
271023,WETH,USDC,500,0xbcbeac56eef250e8a4859be46c6cbfd93aae5d2f,2.5684691731272600799816198599156257200066,2445.7838796678305604
219725,WETH,OP,3000,0x73831e7c600f48cebbbff957b466be8e5c087f34,2.1765714576402834433712666585081217756108,2072.605519170059208
261357,WETH,OP,500,0x31a1e76a8eddeb1f5645ead3d500b2d620e92514,2.0153214886906777802800818947326455856692,1919.0578033632542892
259986,WETH,OP,3000,0x6408f01d99a4eb79e9d2a8a6e30132f41e33dafa,1.9910134999650410336030177264403483134751,1895.9109080863593108
255849,WETH,USDC,500,0xd46a1881fa0332c0ed1a767eae3990e6d1fe1f29,1.9832813666789220196695572306514644957195,1888.5481072614587952
260157,WETH,SNX,3000,0xc766d73be01caa06834032bf5c8f8f0f41a7bf36,1.9074495565485827150428061832155019752475,1816.3384733194647576
263713,WETH,USDC,500,0x47346c16a52e2f6b654daf69835b0186aca11bb9,1.6736482364537032541364044041329246507256,1593.704888413759434
285466,WETH,USDC,500,0xbcbeac56eef250e8a4859be46c6cbfd93aae5d2f,1.5864610597305226275641635179716864454366,1510.682287412995926
258992,OP,USDC,3000,0xc766d73be01caa06834032bf5c8f8f0f41a7bf36,1.4072910128435388938813994928273940478519,1340.0704626808475412
232559,WETH,USDC,500,0x584fd9ca6a743b3f7b50799fbf7da38aa72c87ca,1.1558238332832431458136623102684110950715,1100.6148443425253724
180259,OP,BOB,500,0x02bf3258d6024b2b34fd7d21f225db6cda939e76,1.1125548118253534356467870567472702165464,1059.4126075090351752
270131,WETH,OP,3000,0x30f773d7bf7842c3d937e1a001e074af2e0401d3,1.1096478866199751671655529371852554578136,1056.6445342609308264
254573,WETH,SNX,3000,0x31a1e76a8eddeb1f5645ead3d500b2d620e92514,1.0335215075081445100276572639213444996081,984.1544016958972404
238270,WETH,OP,3000,0xfa281f3dbb5b4e0a65d9f27e288aa4f9019d4563,0.9636246520310385643600220829616788826136,917.596233837011424
268482,WETH,USDC,500,0xbcbeac56eef250e8a4859be46c6cbfd93aae5d2f,0.9625397504502820000286542194790989001335,916.563153578543754
261771,WETH,OP,3000,0x27d2791842476060e16b99a9f6ce97a0797c6477,0.887881756398020564598822684909795730012,845.4712673095584912
256544,WETH,USDC,500,0xe21314d9657ffc45264fcd394d1479d87f494f40,0.8809847252618920908328090617437776191408,838.9036792120258404
256536,WETH,USDC,500,0x5315a1c257fd6266f9608f31ac9b6501c98c5750,0.8795710870438007902146371647392832838496,837.5575647241963404
256547,WETH,USDC,500,0xceac14c2f5f30ac130ceaec761ef270a47935deb,0.873999353594244659109218446286396663343,832.2519702497497404
256501,WETH,USDC,500,0x9023f1ed962416848bf844162903ef4624b27a4f,0.8690785417827832120527281217846587447808,827.5662055424015664
256533,WETH,USDC,500,0x09165d195d9f50c82aac439840cc6198d69003de,0.8677507310231260070464723939581351955516,826.3018188854789832
256550,WETH,USDC,500,0x366686b8f26a7f93a2d0464a83697d60e2517023,0.8666447745616474086867445924623057192714,825.2486894520408456
256563,WETH,USDC,500,0xde91603429c54692d34dfc18d7661ad4254307c1,0.8661135507284945958817587009817277556115,824.742840014089998
256554,WETH,USDC,500,0xed3ccd7509d84974c3b5f215b1dd01e14f939f8c,0.8660096654752594398240735270099589244445,824.643916935566772
256557,WETH,USDC,500,0x0c55fe07ad75c135c797422a5857347b2e5a591e,0.8632931507736055088518173695739430471296,822.0571590582680592
256566,WETH,USDC,500,0xb0b91fef5e4af34f727797079dcda5ccac817a4b,0.8619268813953926304569815051982815792014,820.7561507940932328
256571,WETH,USDC,500,0xe9ba7506dc9a35c1fa39cbdafdcb97436f855f50,0.8537219008189443797290390705373454934,812.9430886647816636
261347,WETH,OP,500,0x31a1e76a8eddeb1f5645ead3d500b2d620e92514,0.8245982188774123613373973015997374912088,785.2105261896614424
256150,WETH,OP,3000,0xd113e00039d6fc9536b2c7c796efe019b4b19739,0.818310683354963151345352669340560361691,779.2233205869866088
261348,WETH,OP,500,0x31a1e76a8eddeb1f5645ead3d500b2d620e92514,0.8016873397856521007871572164315721361624,763.3940063194151268
257376,USDC,USDT,100,0xa0a6dc36041fb386378458006fecbddd02555ddd,0.7889183525202120083776287129859867144032,751.234941480232092
220845,WETH,OP,3000,0x03ccd65de4371ac0e6bffb3b7603393ee0871e2f,0.7845206691425831313614205741212570257241,747.047317495712124
258851,WETH,USDC,500,0xde5209f2ff10eefb8fd635235eef494d176f9b9b,0.7728446722701528494935774830842616060098,735.92903535768972
254982,WETH,OP,3000,0x31a1e76a8eddeb1f5645ead3d500b2d620e92514,0.7608562130692920786149245808310179214425,724.513215941869938
238269,WETH,OP,500,0xfa281f3dbb5b4e0a65d9f27e288aa4f9019d4563,0.759521316732327604006362569101094088777,723.242082156760038
259479,USDC,SNX,3000,0xc766d73be01caa06834032bf5c8f8f0f41a7bf36,0.7588675305906994503805906610777909091677,722.6195247117752232
238792,LINK,WETH,3000,0x9e6d5c0356c20f87fb73e9edf9f61bcb60e5ccff,0.7504126186238660960578434961655453468515,714.5684693949173988
225699,WETH,USDC,500,0xfa281f3dbb5b4e0a65d9f27e288aa4f9019d4563,0.7500980966861545776902867096314588897665,714.268970886971472
284124,WETH,USDC,500,0xbcbeac56eef250e8a4859be46c6cbfd93aae5d2f,0.7332649741654767600223275037075471345242,698.2398979526756544
266533,WETH,USDC,500,0x7420cc223e132bb04adc64db001314ab15439cb2,0.7126886134763256967388540797744287610115,678.6463860654052632
261633,WETH,USDC,500,0xc00d8dac46b1f8bceae2477591822b4e5b0a7c6b,0.6613072708075483056938663744282232477132,629.7193205083065372
260245,WETH,AAVE,10000,0xe6a0d1bbdd7ed02ff15adb30314edbca6b1f8be0,0.6612183726924071202627324399361272688084,629.6346686934356436
223653,WETH,USDC,500,0xc00d8dac46b1f8bceae2477591822b4e5b0a7c6b,0.661133193971392280530770781996035916575,629.5535586124082088
266772,WETH,USDC,500,0xde5209f2ff10eefb8fd635235eef494d176f9b9b,0.6318777277541763012336173645263418911912,601.695506658794814
